CHR Start End Gene TenThousandStart TenThousandEnd
2 239008798 239041928 ESPNL 238998798 239051928
2 101869264 101886778 CNOT11 101859264 101896778
2 239047363 239061588 KLHL30 239037363 239071588
2 239067623 239077541 FAM132B 239057623 239087541
2 131217028 131267239 POTEI 131207028 131277239
2 131278770 131285579 CFC1B 131268770 131295579
2 88367299 88412906 SMYD1 88357299 88422906
2 101887681 101925163 RNF149 101877681 101935163
2 239079042 239112370 ILKAP 239069042 239122370
2 131296668 131307456 AC013269.5 131286668 131317456
2 131328402 131341734 AC140481.2 131318402 131351734
2 131350339 131357123 CFC1 131340339 131367123
2 220492049 220506702 SLC4A3 220482049 220516702
2 212240446 213403565 ERBB4 212230446 213413565
2 101962013 102004057 CREG2 101952013 102014057
2 48667737 48742525 PPP1R21 48657737 48752525
2 102013823 102091165 RFX8 102003823 102101165
2 239146908 239149303 HES6 239136908 239159303
2 39476407 39664453 MAP4K3 39466407 39674453
2 131369054 131415664 POTEJ 131359054 131425664
2 131486643 131487909 GPR148 131476643 131497909
2 166845670 166984523 SCN1A 166835670 166994523
2 131513008 131525707 AMER3 131503008 131535707
2 213864429 214017151 IKZF2 213854429 214027151
2 222282747 222438922 EPHA4 222272747 222448922
2 239152679 239198743 PER2 239142679 239208743
2 131594489 131804836 ARHGEF4 131584489 131814836
2 167051695 167232503 SCN9A 167041695 167242503
2 239229082 239309541 TRAF3IP1 239219082 239319541
2 15731302 15771235 DDX1 15721302 15781235
2 88422510 88427635 FABP1 88412510 88437635
2 88469835 88486146 THNSL2 88459835 88496146
2 39892122 39945103 TMEM178A 39882122 39955103
2 223064607 223163715 PAX3 223054607 223173715
2 88824169 88829102 TEX37 88814169 88839102
2 214149113 215275225 SPAG16 214139113 215285225
2 16080686 16087129 MYCN 16070686 16097129
2 88856259 88927094 EIF2AK3 88846259 88937094
2 239335383 239360891 ASB1 239325383 239370891
2 239756673 239795893 TWIST2 239746673 239805893
2 16730727 16847599 FAM49A 16720727 16857599
2 88991162 89050452 RPIA 88981162 89060452
2 239969864 240323348 HDAC4 239959864 240333348
2 89156674 89157196 IGKC 89146674 89167196
2 89184913 89185669 IGKV4-1 89174913 89195669
2 89196748 89197300 IGKV5-2 89186748 89207300
2 89246819 89247475 IGKV1-5 89236819 89257475
2 223289236 223425667 SGPP2 223279236 223435667
2 223435255 223521056 FARSB 223425255 223531056
2 131805449 131851033 FAM168B 131795449 131861033
2 215275789 215443683 VWC2L 215265789 215453683
2 167260083 167350757 SCN7A 167250083 167360757
2 215590370 215674428 BARD1 215580370 215684428
2 89265781 89266286 IGKV1-6 89255781 89276286
2 89277987 89278600 IGKV3-7 89267987 89288600
2 89291928 89292450 IGKV1-8 89281928 89302450
2 89309479 89310012 IGKV1-9 89299479 89320012
2 89326668 89327228 IGKV3-11 89316668 89337228
2 89339721 89340242 IGKV1-12 89329721 89350242
2 89384673 89385283 IGKV3-15 89374673 89395283
2 89399352 89399854 IGKV1-16 89389352 89409854
2 89416833 89417335 IGKV1-17 89406833 89427335
2 89442057 89442643 IGKV3-20 89432057 89452643
2 89459235 89459850 IGKV6-21 89449235 89469850
2 223536505 223574649 MOGAT1 223526505 223584649
2 131862420 132111282 PLEKHB2 131852420 132121282
2 223725652 223809357 ACSL3 223715652 223819357
2 215796266 216003151 ABCA12 215786266 216013151
2 89475812 89476644 IGKV2-24 89465812 89486644
2 240831867 240964819 NDUFA10 240821867 240974819
2 17720393 17838285 VSNL1 17710393 17848285
2 89512908 89513413 IGKV1-27 89502908 89523413
2 89521179 89521942 IGKV2-28 89511179 89531942
2 89544264 89545079 IGKV2-30 89534264 89555079
2 89567758 89568263 IGKV1-33 89557758 89578263
2 89597021 89597542 IGKV1-37 89587021 89607542
2 89619383 89619904 IGKV1-39 89609383 89629904
2 89629873 89630186 IGKV2-40 89619873 89640186
2 89890601 89891307 IGKV2D-40 89880601 89901307
2 89901292 89901791 IGKV1D-39 89891292 89911791
2 89923550 89924026 IGKV1D-37 89913550 89934026
2 89952792 89953355 IGKV1D-33 89942792 89963355
2 89975669 89976489 IGKV2D-30 89965669 89986489
2 89986322 89987079 IGKV2D-29 89976322 89997079
2 167744997 168116263 XIRP2 167734997 168126263
2 89998789 89999564 IGKV2D-28 89988789 90009564
2 39963200 40006407 THUMPD2 39953200 40016407
2 90024732 90025512 IGKV2D-26 90014732 90035512
2 90043607 90044439 IGKV2D-24 90033607 90054439
2 90060377 90060995 IGKV6D-21 90050377 90070995
2 90077680 90078311 IGKV3D-20 90067680 90088311
2 90108504 90109080 IGKV6D-41 90098504 90119080
2 17845079 17981509 SMC6 17835079 17991509
2 90121477 90122133 IGKV1D-17 90111477 90132133
2 90139078 90139580 IGKV1D-16 90129078 90149580
2 90153696 90154258 IGKV3D-15 90143696 90164258
2 90192768 90193424 IGKV1D-13 90182768 90203424
2 90198535 90199190 IGKV1D-12 90188535 90209190
2 90211643 90212253 IGKV3D-11 90201643 90222253
2 90229045 90229531 IGKV1D-42 90219045 90239531
2 90248739 90249395 IGKV1D-43 90238739 90259395
2 90259593 90260248 IGKV1D-8 90249593 90270248
2 168675182 168730551 B3GALT1 168665182 168740551
2 90273679 90274235 IGKV3D-7 90263679 90284235
2 90458201 90458671 CH17-132F21.1 90448201 90468671
2 90537839 90538397 RP11-685N3.1 90527839 90548397
2 168810530 169104651 STK39 168800530 169114651
2 240968841 240969906 OR6B2 240958841 240979906
2 240984494 240985489 OR6B3 240974494 240995489
2 131975882 132022965 POTEE 131965882 132032965
2 241078446 241083979 OTOS 241068446 241093979
2 95537178 95542574 TEKT4 95527178 95552574
2 223916532 224063117 KCNE4 223906532 224073117
2 224461658 224467221 SCG2 224451658 224477221
2 224616403 224702744 AP1S3 224606403 224712744
2 95691422 95719737 MAL 95681422 95729737
2 132222473 132250316 MZT2A 132212473 132260316
2 95752952 95815179 MRPS5 95742952 95825179
2 224720433 224810104 WDFY1 224710433 224820104
2 169312372 169631644 CERS6 169302372 169641644
2 241375088 241407493 GPC1 241365088 241417493
2 132233666 132240507 TUBA3D 132223666 132250507
2 224822121 224832431 MRPL44 224812121 224842431
2 241418839 241508626 ANKMY1 241408839 241518626
2 40324410 40838193 SLC8A1 40314410 40848193
2 169643049 169722024 NOSTRIN 169633049 169732024
2 42275160 42285668 PKDCC 42265160 42295668
2 216176540 216214487 ATIC 216166540 216224487
2 17935125 17966632 GEN1 17925125 17976632
2 241499471 241503431 DUSP28 241489471 241513431
2 42396490 42559688 EML4 42386490 42569688
2 241505221 241520789 RNPEPL1 241495221 241530789
2 17997763 17998368 MSGN1 17987763 18008368
2 18059114 18542882 KCNS3 18049114 18552882
2 18735989 18741946 RDH14 18725989 18751946
2 169690642 169769881 SPC25 169680642 169779881
2 169757750 169766505 G6PC2 169747750 169776505
2 169779448 169887832 ABCB11 169769448 169897832
2 241526133 241557122 CAPN10 241516133 241567122
2 18736811 18770830 NT5C1B-RDH14 18726811 18780830
2 18737050 18770838 NT5C1B 18727050 18780838
2 169921299 169952677 DHRS9 169911299 169962677
2 19551246 19558414 OSR1 19541246 19568414
2 20096404 20101747 TTC32 20086404 20111747
2 42560686 42652228 COX7A2L 42550686 42662228
2 20110021 20189892 WDR35 20100021 20199892
2 241544848 241570676 GPR35 241534848 241580676
2 241615835 241622323 AQP12B 241605835 241632323
2 132905164 133015542 ANKRD30BL 132895164 133025542
2 241631262 241637900 AQP12A 241621262 241647900
2 133174147 133404132 GPR39 133164147 133414132
2 42669157 42721237 KCNG3 42659157 42731237
2 241653181 241759725 KIF1A 241643181 241769725
2 169983619 170219195 LRP2 169973619 170229195
2 133402426 133429152 LYPD1 133392426 133439152
2 42721709 42984087 MTA3 42711709 42994087
2 20191872 20212455 MATN3 20181872 20222455
2 133429374 134326034 NCKAP5 133419374 134336034
2 134877554 135212192 MGAT5 134867554 135222192
2 20232411 20251789 LAPTM4A 20222411 20261789
2 241807896 241819919 AGXT 241797896 241829919
2 42989642 42991401 OXER1 42979642 43001401
2 42994229 43019733 HAAO 42984229 43029733
2 135213330 135476570 TMEM163 135203330 135486570
2 20400558 20425194 SDC1 20390558 20435194
2 241858202 241932728 AC104809.3 241848202 241942728
2 20448452 20551995 PUM2 20438452 20561995
2 241938255 242034983 SNED1 241928255 242044983
2 170335688 170382432 BBS5 170325688 170392432
2 48756522 48826025 STON1 48746522 48836025
2 43393800 43823185 THADA 43383800 43833185
2 170335990 170382432 RP11-724O16.1 170325990 170392432
2 170366212 170382772 KLHL41 170356212 170392772
2 135596117 135659604 ACMSD 135586117 135669604
2 242011584 242041747 MTERFD2 242001584 242051747
2 170386259 170430385 FASTKD1 170376259 170440385
2 135675805 135716912 CCNT2 135665805 135726912
2 135722061 135805038 MAP3K19 135712061 135815038
2 170440850 170497916 PPIG 170430850 170507916
2 48757064 49003654 STON1-GTF2A1L 48747064 49013654
2 242045514 242089679 PASK 242035514 242099679
2 170550975 170558218 PHOSPHO2 170540975 170568218
2 170550998 170633499 KLHL23 170540998 170643499
2 170648443 170668574 SSB 170638443 170678574
2 135809835 135933964 RAB3GAP1 135799835 135943964
2 242088991 242123067 PPP1R7 242078991 242133067
2 216225163 216300895 FN1 216215163 216310895
2 43449541 43453748 ZFP36L2 43439541 43463748
2 48844937 48960287 GTF2A1L 48834937 48970287
2 242127924 242164792 ANO7 242117924 242174792
2 43864412 43995126 PLEKHH2 43854412 44005126
2 135894486 136288806 ZRANB3 135884486 136298806
2 170666591 170681441 METTL5 170656591 170691441
2 242166679 242256476 HDLBP 242156679 242266476
2 44001178 44037149 DYNC2LI1 43991178 44047149
2 136289025 136482840 R3HDM1 136279025 136492840
2 170683968 170940641 UBR3 170673968 170950641
2 48859428 48982880 LHCGR 48849428 48992880
2 242254515 242293442 SEPT2 242244515 242303442
2 136499189 136542625 UBXN4 136489189 136552625
2 171034655 171511681 MYO3B 171024655 171521681
2 44039611 44066004 ABCG5 44029611 44076004
2 136545410 136594750 LCT 136535410 136604750
2 44066103 44105605 ABCG8 44056103 44115605
2 242295658 242434256 FARP2 242285658 242444256
2 49189296 49381676 FSHR 49179296 49391676
2 44113647 44223144 LRPPRC 44103647 44233144
2 136597196 136633996 MCM6 136587196 136643996
2 136664247 136743670 DARS 136654247 136753670
2 242432089 242449145 STK25 242422089 242459145
2 242498136 242513546 BOK 242488136 242523546
2 242523820 242576864 THAP4 242513820 242586864
2 136871919 136875735 CXCR4 136861919 136885735
2 242576628 242613272 ATG4B 242566628 242623272
2 137523115 138435287 THSD7B 137513115 138445287
2 138721590 138773930 HNMT 138711590 138783930
2 242615157 242626406 DTYMK 242605157 242636406
2 50145643 51259674 NRXN1 50135643 51269674
2 139259371 139331117 SPOPL 139249371 139341117
2 242641450 242668893 ING5 242631450 242678893
2 139428342 139537918 NXPH2 139418342 139547918
2 140988992 142889270 LRP1B 140978992 142899270
2 242673994 242708231 D2HGDH 242663994 242718231
2 242716240 242743623 GAL3ST2 242706240 242753623
2 242749920 242758739 NEU4 242739920 242768739
2 143635067 143799890 KYNU 143625067 143809890
2 242792033 242801060 PDCD1 242782033 242811060
2 242811752 242815975 CXXC11 242801752 242825975
2 143848931 144525921 ARHGAP15 143838931 144535921
2 144695635 145090135 GTDC1 144685635 145100135
2 145141648 145282147 ZEB2 145131648 145292147
2 53759810 54087170 GPR75-ASB3 53749810 54097170
2 148602086 148688393 ACVR2A 148592086 148698393
2 148687968 148779147 ORC4 148677968 148789147
2 53897430 54087297 ASB3 53887430 54097297
2 53994929 54002333 CHAC2 53984929 54012333
2 54014181 54045956 ERLEC1 54004181 54055956
2 148778580 149275805 MBD5 148768580 149285805
2 149402009 149545130 EPC2 149392009 149555130
2 149632819 149883273 KIF5C 149622819 149893273
2 54080050 54087126 GPR75 54070050 54097126
2 149894621 150071776 LYPD6B 149884621 150081776
2 150186499 150330662 LYPD6 150176499 150340662
2 54091204 54197977 PSME4 54081204 54207977
2 150426148 150444330 MMADHC 150416148 150454330
2 151324709 151395525 RND3 151314709 151405525
2 152104454 152118393 RBM43 152094454 152128393
2 152126979 152146571 NMI 152116979 152156571
2 152214106 152236560 TNFAIP6 152204106 152246560
2 152266397 152364527 RIF1 152256397 152374527
2 152341850 152591001 NEB 152331850 152601001
2 54197975 54532437 ACYP2 54187975 54542437
2 54480315 54483409 TSPYL6 54470315 54493409
2 54683422 54896812 SPTBN1 54673422 54906812
2 54950636 55199157 EML6 54940636 55209157
2 55199325 55339757 RTN4 55189325 55349757
2 55401927 55459699 CLHC1 55391927 55469699
2 55459039 55462989 RPS27A 55449039 55472989
2 55463731 55496483 MTIF2 55453731 55506483
2 55514978 55647057 CCDC88A 55504978 55657057
2 55774428 55846015 SMEK2 55764428 55856015
2 55861400 55921045 PNPT1 55851400 55931045
2 56093102 56151274 EFEMP1 56083102 56161274
2 58134786 58387055 VRK2 58124786 58397055
2 58386378 58468507 FANCL 58376378 58478507
2 60678302 60780702 BCL11A 60668302 60790702
2 60983365 61029220 PAPOLG 60973365 61039220
2 61108656 61158745 REL 61098656 61168745
2 61167357 61245394 PUS10 61157357 61255394
2 61244360 61279125 PEX13 61234360 61289125
2 61293006 61391960 KIAA1841 61283006 61401960
2 61372243 61391964 C2orf74 61362243 61401964
2 61404553 61418338 AHSA2 61394553 61428338
2 61414598 61697904 USP34 61404598 61707904
2 61704984 61765761 XPO1 61694984 61775761
20 44165625 44176065 EPPIN-WFDC6 44155625 44186065
20 44179792 44207965 WFDC8 44169792 44217965
20 44236578 44259907 WFDC9 44226578 44269907
20 54967427 54979518 CSTF1 54957427 54989518
20 44258165 44259835 WFDC10A 44248165 44269835
20 44277202 44298909 WFDC11 44267202 44308909
20 44313292 44333658 WFDC10B 44303292 44343658
20 44330655 44337456 WFDC13 44320655 44347456
20 44350990 44354469 SPINT4 44340990 44364469
20 2639041 2644865 IDH3B 2629041 2654865
20 44376583 44420571 WFDC3 44366583 44430571
20 54987168 55034396 CASS4 54977168 55044396
20 57570240 57582302 CTSZ 57560240 57592302
20 55043647 55093943 RTFDC1 55033647 55103943
20 2673524 2740753 EBF4 2663524 2750753
20 57594309 57601709 TUBB1 57584309 57611709
20 44420576 44440066 DNTTIP1 44410576 44450066
20 57600522 57607437 ATP5E 57590522 57617437
20 44441215 44445596 UBE2C 44431215 44455596
20 55066548 55100981 GCNT7 55056548 55110981
20 57608200 57617964 SLMO2 57598200 57627964
20 55092243 55101198 FAM209A 55082243 55111198
20 2774715 2781283 CPXM1 2764715 2791283
20 55108302 55111576 FAM209B 55098302 55121576
20 55204358 55214339 TFAP2C 55194358 55224339
20 57766075 57834168 ZNF831 57756075 57844168
20 44451853 44462384 TNNC2 44441853 44472384
20 57875482 57901047 EDN3 57865482 57911047
20 2795614 2800930 TMEM239 2785614 2810930
20 55743804 55841685 BMP7 55733804 55851685
20 2795633 2796479 C20orf141 2785633 2806479
20 55904815 55919050 SPO11 55894815 55929050
20 58152564 58422766 PHACTR3 58142564 58432766
20 44462449 44471914 SNX21 44452449 44481914
20 55926066 55954267 RAE1 55916066 55964267
20 2821349 2847378 VPS16 2811349 2857378
20 44470360 44486045 ACOT8 44460360 44496045
20 55933496 55934878 MTRNR2L3 55923496 55944878
20 55966463 55984389 RBM38 55956463 55994389
20 58438618 58508710 SYCP2 58428618 58518710
20 44486256 44507761 ZSWIM3 44476256 44517761
20 44509866 44513905 ZSWIM1 44499866 44523905
20 56071035 56100708 CTCFL 56061035 56110708
20 44515128 44516274 SPATA25 44505128 44526274
20 44517264 44519926 NEURL2 44507264 44529926
20 2844830 3019722 PTPRA 2834830 3029722
20 58511894 58515352 PPP1R3D 58501894 58525352
20 58533471 58609066 CDH26 58523471 58619066
20 44518783 44527459 CTSA 44508783 44537459
20 59827482 60515673 CDH4 59817482 60525673
20 56136136 56141513 PCK1 56126136 56151513
20 60528525 60640866 TAF4 60518525 60650866
20 3024268 3026393 GNRH2 3014268 3036393
20 56178902 56195632 ZBP1 56168902 56205632
20 3026591 3028900 MRPS26 3016591 3038900
20 3052266 3053163 OXT 3042266 3063163
20 60697517 60710434 LSM14B 60687517 60720434
20 3063202 3065370 AVP 3053202 3075370
20 56223448 56286592 PMEPA1 56213448 56296592
20 60711791 60718496 PSMA7 60701791 60728496
20 44527399 44540794 PLTP 44517399 44550794
20 56793551 56803709 ANKRD60 56783551 56813709
20 3088219 3140842 UBOX5 3078219 3150842
20 3127165 3140543 FASTKD5 3117165 3150543
20 56806188 56884495 PPP4R1L 56796188 56894495
20 3143263 3154192 LZTS3 3133263 3164192
20 3170996 3185331 DDRGK1 3160996 3195331
20 60718822 60757540 SS18L1 60708822 60767540
20 3189514 3204516 ITPA 3179514 3214516
20 56884752 56942563 RAB22A 56874752 56952563
20 56964178 57026157 VAPB 56954178 57036157
20 60758085 60778624 MTG2 60748085 60788624
20 3208063 3219836 SLC4A11 3198063 3229836
20 57034157 57090187 APCDD1L 57024157 57100187
20 60790026 60795323 HRH3 60780026 60805323
20 60813580 60871268 OSBPL2 60803580 60881268
20 57226328 57254582 STX16 57216328 57264582
20 44563267 44576662 PCIF1 44553267 44586662
20 44577292 44600833 ZNF335 44567292 44610833
20 60877149 60883918 ADRM1 60867149 60893918
20 57226490 57290466 STX16-NPEPL1 57216490 57300466
20 57264187 57294294 NPEPL1 57254187 57304294
20 3451687 3631769 ATRN 3441687 3641769
20 60883011 60942368 LAMA5 60873011 60952368
20 44637547 44645200 MMP9 44627547 44655200
20 3639939 3644046 GFRA4 3629939 3654046
20 44650356 44688784 SLC12A5 44640356 44698784
20 3648612 3662893 ADAM33 3638612 3672893
20 60962172 60963576 RPS21 60952172 60973576
20 60963688 60982341 CABLES2 60953688 60992341
20 57414773 57486247 GNAS 57404773 57496247
20 61038553 61051026 GATA5 61028553 61061026
20 3667617 3687775 SIGLEC1 3657617 3697775
20 61273797 61317137 SLCO4A1 61263797 61327137
20 44689624 44718591 NCOA5 44679624 44728591
20 44746911 44758502 CD40 44736911 44768502
20 61340189 61394123 NTSR1 61330189 61404123
20 61427805 61431945 MRGBP 61417805 61441945
20 61436187 61445352 OGFR 61426187 61455352
20 44802372 44937137 CDH22 44792372 44947137
20 3713314 3733758 HSPA12B 3703314 3743758
20 61447596 61472511 COL9A3 61437596 61482511
20 44978167 44993043 SLC35C2 44968167 45003043
20 3734155 3749034 C20orf27 3724155 3759034
20 3758151 3762095 SPEF1 3748151 3772095
20 3764498 3767337 CENPB 3754498 3777337
20 3767578 3786762 CDC25B 3757578 3796762
20 61472467 61493115 TCFL5 61462467 61503115
20 61509090 61569304 DIDO1 61499090 61579304
20 44994688 45061704 ELMO2 44984688 45071704
20 61569471 61576996 GID8 61559471 61586996
20 61584052 61599949 SLC17A9 61574052 61609949
20 3801178 3805949 AP5S1 3791178 3815949
20 61637331 61638387 BHLHE23 61627331 61648387
20 57556263 57570188 NELFCD 57546263 57580188
20 61867235 61871859 BIRC7 61857235 61881859
20 3827487 3849280 MAVS 3817487 3859280
20 61872136 61904046 NKAIN4 61862136 61914046
20 61904137 61921142 ARFGAP1 61894137 61931142
20 45129701 45142198 ZNF334 45119701 45152198
20 61924538 61966203 COL20A1 61914538 61976203
20 3869486 3907605 PANK2 3859486 3917605
20 45169585 45179213 OCSTAMP 45159585 45189213
20 3907956 3996229 RNF24 3897956 4006229
20 45186463 45304714 SLC13A3 45176463 45314714
20 61975420 62009753 CHRNA4 61965420 62019753
20 4101627 4168394 SMOX 4091627 4178394
20 62037542 62103993 KCNQ2 62027542 62113993
20 4201329 4229721 ADRA1D 4191329 4239721
20 4666882 4682236 PRNP 4656882 4692236
20 4702556 4709106 PRND 4692556 4719106
20 4711928 4721314 PRNT 4701928 4731314
20 4760669 4804291 RASSF2 4750669 4814291
20 62119366 62130505 EEF1A2 62109366 62140505
20 62152077 62153559 PPDPF 62142077 62163559
20 62159778 62168723 PTK6 62149778 62178723
20 45313004 45318418 TP53RK 45303004 45328418
20 45338126 45364965 SLC2A10 45328126 45374965
20 62172163 62178857 SRMS 62162163 62188857
20 4833002 4990939 SLC23A2 4823002 5000939
20 45523263 45817492 EYA2 45513263 45827492
20 62184373 62188061 C20orf195 62174373 62198061
20 5080486 5093749 TMEM230 5070486 5103749
20 62189439 62205592 HELZ2 62179439 62215592
20 62218955 62258394 GMEB2 62208955 62268394
20 5095599 5107272 PCNA 5085599 5117272
20 62271061 62284780 STMN3 62261061 62294780
20 62289163 62328416 RTEL1 62279163 62338416
20 5107432 5178533 CDS2 5097432 5188533
20 5282317 5297378 PROKR2 5272317 5307378
20 62290653 62330037 RTEL1-TNFRSF6B 62280653 62340037
20 5525085 5591672 GPCPD1 5515085 5601672
20 45837859 45985567 ZMYND8 45827859 45995567
20 62328021 62330037 TNFRSF6B 62318021 62340037
20 62329996 62339377 ARFRP1 62319996 62349377
20 62338817 62367494 ZGPAT 62328817 62377494
20 62340216 62370456 RP4-583P15.15 62330216 62380456
20 62366815 62370456 LIME1 62356815 62380456
20 62371214 62374858 SLC2A4RG 62361214 62384858
20 62375019 62462597 ZBTB46 62365019 62472597
20 5892076 5906007 CHGB 5882076 5916007
20 62492566 62494341 ABHD16B 62482566 62504341
20 5917881 5931182 TRMT6 5907881 5941182
20 62496596 62522898 TPD52L2 62486596 62532898
20 5931298 5975852 MCM8 5921298 5985852
20 62526518 62567384 DNAJC5 62516518 62577384
20 62571186 62587769 UCKL1 62561186 62597769
20 62588055 62680113 ZNF512B 62578055 62690113
20 62605466 62611361 SAMD10 62595466 62621361
20 62612488 62664453 PRPF6 62602488 62674453
20 5986736 6020699 CRLS1 5976736 6030699
20 6021424 6034695 LRRN4 6011424 6044695
20 46130601 46285621 NCOA3 46120601 46295621
20 62679076 62680994 SOX18 62669076 62690994
20 6055492 6104191 FERMT1 6045492 6114191
20 62681189 62703700 TCEA2 62671189 62713700
20 6748311 6760927 BMP2 6738311 6770927
20 62704534 62711323 RGS19 62694534 62721323
20 62711526 62731996 OPRL1 62701526 62741996
20 62737173 62738524 NPBWR2 62727173 62748524
20 62783144 62873604 MYT1 62773144 62883604
20 62887094 62926855 PCMTD2 62877094 62936855
20 7863628 7921121 HAO1 7853628 7931121
20 7957995 8000476 TMX4 7947995 8010476
20 67891 77735 DEFB125 57891 87735
20 46285092 46415360 SULF2 46275092 46425360
20 123010 126392 DEFB126 113010 136392
20 138111 139804 DEFB127 128111 149804
20 168494 170322 DEFB128 158494 180322
20 207899 210527 DEFB129 197899 220527
20 238377 241737 DEFB132 228377 251737
20 8112824 8949003 PLCB1 8102824 8959003
20 277737 280965 ZCCHC3 267737 290965
20 306207 310865 SOX12 296207 320865
20 327426 340304 NRSN2 317426 350304
20 361261 378203 TRIB3 351261 388203
20 9049410 9461889 PLCB4 9039410 9471889
20 388142 411610 RBCK1 378142 421610
20 416124 443197 TBC1D20 406124 453197
20 47240790 47444420 PREX1 47230790 47454420
20 459116 524465 CSNK2A1 449116 534465
20 9495005 9511171 LAMP5 9485005 9521171
20 47538427 47653230 ARFGEF2 47528427 47663230
20 9518036 9819689 PAK7 9508036 9829689
20 9966774 10037410 ANKEF1 9956774 10047410
20 10199478 10288066 SNAP25 10189478 10298066
20 47662849 47713489 CSE1L 47652849 47723489
20 10381657 10414870 MKKS 10371657 10424870
20 10415951 10617477 SLX4IP 10405951 10627477
20 10618332 10654694 JAG1 10608332 10664694
20 47729878 47804904 STAU1 47719878 47814904
20 11871371 11907257 BTBD3 11861371 11917257
20 584441 591042 TCF15 574441 601042
20 627259 634014 SRXN1 617259 644014
20 642240 656823 SCRT2 632240 666823
20 740724 749131 SLC52A3 730724 759131
20 814358 838106 FAM110A 804358 848106
20 853296 896977 ANGPT4 843296 906977
20 939095 982907 RSPO4 929095 992907
20 1093906 1160596 PSMF1 1083906 1170596
20 1161205 1166059 TMEM74B 1151205 1176059
20 1206700 1277065 RAD21L1 1196700 1287065
20 12989627 13147411 SPTLC3 12979627 13157411
20 1246960 1289972 SNPH 1236960 1299972
20 13202418 13281298 ISM1 13192418 13291298
20 13246709 13619587 TASP1 13236709 13629587
20 47835884 47860614 DDX27 47825884 47870614
20 13694969 13765532 ESF1 13684969 13775532
20 1290619 1309883 SDCBP2 1280619 1319883
20 1349622 1373806 FKBP1A 1339622 1383806
20 13765596 13799067 NDUFAF5 13755596 13809067
20 47854483 47894963 ZNFX1 47844483 47904963
20 1422807 1454487 NSFL1C 1412807 1464487
20 47980414 48099184 KCNB1 47970414 48109184
20 48120411 48184683 PTGIS 48110411 48194683
20 13829893 13977089 SEL1L2 13819893 13987089
20 48249482 48330415 B4GALT5 48239482 48340415
20 48429250 48508779 SLC9A8 48419250 48518779
20 13976015 16033842 MACROD2 13966015 16043842
20 48519928 48532080 SPATA2 48509928 48542080
20 14303634 14318262 FLRT3 14293634 14328262
20 48552948 48570429 RNF114 48542948 48580429
20 16252749 16554078 KIF16B 16242749 16564078
20 48599536 48605423 SNAI1 48589536 48615423
20 48697661 48770174 TMEM189-UBE2V1 48687661 48780174
20 48697661 48732496 UBE2V1 48687661 48742496
20 48697663 48770335 TMEM189 48687663 48780335
20 1451386 1472233 SIRPB2 1441386 1482233
20 1514897 1539489 SIRPD 1504897 1549489
20 48807376 48809212 CEBPB 48797376 48819212
20 1520790 1600655 RP4-576H24.4 1510790 1610655
20 49126891 49201299 PTPN1 49116891 49211299
20 1544167 1600707 SIRPB1 1534167 1610707
20 1609798 1638425 SIRPG 1599798 1648425
20 49202645 49308065 FAM65C 49192645 49318065
20 16710606 16722421 SNRPB2 16700606 16732421
20 1875154 1920543 SIRPA 1865154 1930543
20 49348081 49373332 PARD6B 49338081 49383332
20 1959403 1974732 PDYN 1949403 1984732
20 49411431 49493714 BCAS4 49401431 49503714
20 2082257 2157684 STK35 2072257 2167684
20 2276647 2321724 TGM3 2266647 2331724
20 16729003 16750707 OTOR 16719003 16760707
20 49505585 49547958 ADNP 49495585 49557958
20 2361554 2413399 TGM6 2351554 2423399
20 2442280 2451499 SNRPB 2432280 2461499
20 49551404 49575092 DPM1 49541404 49585092
20 17206752 17465223 PCSK2 17196752 17475223
20 17474550 17549865 BFSP1 17464550 17559865
20 49575363 49577820 MOCS3 49565363 49587820
20 49620193 49639666 KCNG1 49610193 49649666
20 17550508 17590564 DSTN 17540508 17600564
20 2447858 2489553 RP4-734P14.4 2437858 2499553
20 2462463 2505348 ZNF343 2452463 2515348
20 50003494 50179370 NFATC2 49993494 50189370
20 2517253 2622430 TMC2 2507253 2632430
20 17594323 17662940 RRBP1 17584323 17672940
20 2632791 2639039 NOP56 2622791 2649039
20 50213053 50385173 ATP9A 50203053 50395173
20 50400581 50419059 SALL4 50390581 50429059
20 50668202 50820847 ZFP64 50658202 50830847
20 51588946 52111869 TSHZ2 51578946 52121869
20 52183604 52226446 ZNF217 52173604 52236446
20 52553316 52687304 BCAS1 52543316 52697304
20 17674317 17716516 BANF2 17664317 17726516
20 17922241 17949623 SNX5 17912241 17959623
20 52769988 52790512 CYP24A1 52759988 52800512
20 52824386 52844591 PFDN4 52814386 52854591
20 53092136 53267710 DOK5 53082136 53277710
20 54572496 54580528 CBLN4 54562496 54590528
20 54823788 54824871 MC3R 54813788 54834871
20 17937623 18039832 OVOL2 17927623 18049832
20 54933971 54943719 FAM210B 54923971 54953719
20 17949556 17971765 MGME1 17939556 17981765
20 18118517 18123813 PET117 18108517 18133813
20 18118762 18169031 CSRP2BP 18108762 18179031
20 54944445 54967393 AURKA 54934445 54977393
20 18269121 18297640 ZNF133 18259121 18307640
20 18364011 18447925 DZANK1 18354011 18457925
20 18447771 18465287 POLR3F 18437771 18475287
20 18467184 18477887 RBBP9 18457184 18487887
20 18488137 18542059 SEC23B 18478137 18552059
20 18568537 18744561 DTD1 18558537 18754561
20 18794370 18795033 SCP2D1 18784370 18805033
